O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
1365670,63778,O,171015.91,1997-11-11,1-URGENT,Clerk#000000763,0,ourts boost furiously among the stealthi
1682209,54442,O,332190.31,1997-09-30,2-HIGH,Clerk#000000301,0,l packages nag express tithes. ironic ideas are slowly furiousl
1614566,122036,O,150438.00,1997-08-24,2-HIGH,Clerk#000000276,0,ely fluffily unusual deposits. regular packag
1520517,124870,O,42784.57,1997-10-25,1-URGENT,Clerk#000000322,0,ong the evenly bold pack
5686565,53741,O,156897.00,1997-10-01,3-MEDIUM,Clerk#000000770,0,haggle carefully unusual foxes. quickly final theodolites are carefully
5412450,11959,O,121841.46,1997-11-20,1-URGENT,Clerk#000000728,0,"counts. final, bold pac"
2244134,72025,O,208982.64,1997-09-01,5-LOW,Clerk#000000704,0, are. even foxes are alo
3757858,110803,O,71906.80,1997-11-16,3-MEDIUM,Clerk#000000714,0,le fluffily according to the slyly ironic requests.
1826726,40025,O,164024.24,1997-08-16,2-HIGH,Clerk#000000842,0,sly regular packages
5280673,11935,O,175039.69,1997-11-05,3-MEDIUM,Clerk#000000286,0,ic accounts. fluffily even dolphi
4303591,137198,O,105414.92,1997-10-15,3-MEDIUM,Clerk#000000927,0,quickly final realms. carefully bold packages sleep slyly even dep
4697184,49144,O,216054.71,1997-10-29,1-URGENT,Clerk#000000446,0,ogs cajole among the deposits: patterns haggle q
4241190,70741,O,236897.17,1997-11-20,2-HIGH,Clerk#000000071,0,e furiously bold attainments. regular decoys sleep
2461733,73930,O,218159.47,1997-08-28,2-HIGH,Clerk#000000061,0,"ses. unusual, even "
4979525,13163,O,329868.04,1997-09-22,2-HIGH,Clerk#000000942,0,wake-- furiously pending
4956418,73498,O,202466.06,1997-11-02,1-URGENT,Clerk#000000758,0,to the blithely regular packages. f
5387717,51520,O,109717.89,1997-08-23,3-MEDIUM,Clerk#000000292,0,"es are furiously against the even, bold ideas. furiously express dep"
3092068,35884,O,153799.40,1997-09-17,2-HIGH,Clerk#000000647,0,riously final ideas? slyl
3528737,32833,O,56047.79,1997-12-01,4-NOT SPECIFIED,Clerk#000000139,0,ly about the accounts. ironic deposits are carefully daringly sile
3439556,122059,O,225436.52,1997-10-11,1-URGENT,Clerk#000000228,0, above the carefully regular theodolites. carefully regular instr
2980674,57805,O,206902.84,1997-10-19,1-URGENT,Clerk#000000086,0,"ke slyly after the special, caref"
2664965,52498,O,155784.43,1997-10-04,3-MEDIUM,Clerk#000000416,0,uests cajole carefully quickly e
2606884,62668,O,63418.37,1997-09-05,5-LOW,Clerk#000000135,0,ular pinto beans acr
4950211,68974,O,67591.57,1997-09-15,4-NOT SPECIFIED,Clerk#000000496,0," special accounts. final, unu"
1260707,97751,O,109907.95,1997-11-11,1-URGENT,Clerk#000000815,0,"y even deposits boost fluffily among the even, regular accounts. care"
1661415,124124,O,46762.66,1997-10-31,1-URGENT,Clerk#000000231,0,"uriously regular foxes. even, regular packages"
1357925,81703,O,266034.30,1997-08-29,2-HIGH,Clerk#000000112,0,"aggle carefully at the silent, final ac"
2325093,44588,O,220457.95,1997-11-09,2-HIGH,Clerk#000000323,0,use furiously special instr
5890148,133181,O,42238.83,1997-11-19,1-URGENT,Clerk#000000911,0,"es. final, bold deposits nag ideas. slowly unusual packages are quickly bold r"
485735,66883,O,186259.30,1997-09-13,5-LOW,Clerk#000000376,0,"ecial ideas hinder gifts! even, speci"
3862305,72314,O,151789.23,1997-10-23,4-NOT SPECIFIED,Clerk#000000283,0, cajole slyly. furiously unusual requests
5417862,41071,O,254249.36,1997-11-29,5-LOW,Clerk#000000417,0,ly even pinto beans are blithely across 
2307618,61135,O,276138.91,1997-12-09,3-MEDIUM,Clerk#000000414,0,"ding accounts integrate. ironic, regular deposits engage furiously. "
2024805,131218,O,207688.45,1997-11-19,2-HIGH,Clerk#000000824,0, are unusual requests? slyly regular reque
3612162,131200,O,277281.63,1997-10-21,5-LOW,Clerk#000000980,0,ual ideas are slyly bl
3730502,28280,O,97212.57,1997-10-25,1-URGENT,Clerk#000000215,0,ding to the final asymptotes haggle stealthily after t
3827392,122294,O,152587.83,1997-11-06,1-URGENT,Clerk#000000075,0, carefully quietly even packages. furiously even
4727936,139561,O,253727.45,1997-12-02,3-MEDIUM,Clerk#000000665,0,he furiously furious orbits. final deposits x-ray blithely u
4509541,119335,O,219825.49,1997-08-15,2-HIGH,Clerk#000000606,0,"ep. even, final packages after the excuses are slyly silent instructions. bl"
2752353,56080,O,125187.56,1997-10-05,4-NOT SPECIFIED,Clerk#000000003,0,y final deposits behind the blithely pending deposits 
5133381,127898,O,106057.52,1997-11-05,4-NOT SPECIFIED,Clerk#000000693,0,posits cajole slowly about the pendin
5606304,123962,O,299151.05,1997-10-26,4-NOT SPECIFIED,Clerk#000000893,0,etect furiously express pinto b
2608674,19222,O,181752.95,1997-11-15,4-NOT SPECIFIED,Clerk#000000498,0,ng accounts at the carefully unusual instruct
2886275,107806,O,250712.13,1997-09-30,1-URGENT,Clerk#000000950,0,ep quickly about the
4878499,124447,O,291191.61,1997-10-19,1-URGENT,Clerk#000000455,0,ges against the fluffily even deposits haggle across the slyly even sa
3252960,113668,O,264483.11,1997-09-10,2-HIGH,Clerk#000000266,0,"nusual, bold foxes sleep furiously ironic"
3066819,28028,O,372071.34,1997-09-24,5-LOW,Clerk#000000552,0,unusual packages sublate care
3354309,129968,O,220072.35,1997-10-03,3-MEDIUM,Clerk#000000394,0,hely across the spec
1629380,41290,O,166534.31,1997-11-10,1-URGENT,Clerk#000000027,0,nstructions across t
1378625,132952,O,139281.29,1997-11-28,4-NOT SPECIFIED,Clerk#000000160,0,ickly ironic theodolites! busily ironic reques
1734725,108043,O,196501.21,1997-09-16,3-MEDIUM,Clerk#000000586,0,d affix furiously across the quic
3687301,48191,O,76950.62,1997-11-09,1-URGENT,Clerk#000000399,0,nts nag. furiously special ideas maintain slyly sil
1932167,126961,O,234216.30,1997-10-30,1-URGENT,Clerk#000000871,0,ions. bold theodolites cajole. furiously ironic ideas doze carefully 
5856386,16840,O,251333.72,1997-10-05,2-HIGH,Clerk#000000670,0,after the blithely regular de
509126,56572,O,235371.81,1997-10-06,2-HIGH,Clerk#000000002,0, regular pinto beans boost fluffily. carefully
5588932,75304,O,61770.97,1997-11-30,5-LOW,Clerk#000000686,0, haggle across the reg
5962692,16855,O,276546.77,1997-12-02,4-NOT SPECIFIED,Clerk#000000366,0,"osits. packages cajole along the bold, special deposits. unus"
5538917,7520,O,211359.01,1997-11-30,5-LOW,Clerk#000000721,0,se busily regular deposits. even packages aft
4135111,106948,O,186496.46,1997-11-30,1-URGENT,Clerk#000000100,0,requests poach along the
1820006,57115,O,135890.78,1997-11-02,5-LOW,Clerk#000000107,0,atelets sleep carefully regular packages. bold pinto be
2360166,49825,O,218379.50,1997-08-25,2-HIGH,Clerk#000000239,0," final packages. final, regular re"
5412421,82915,O,239121.67,1997-10-06,5-LOW,Clerk#000000755,0,"express, final warhorses mold quickly waters. ev"
1069249,47831,O,99669.12,1997-09-29,1-URGENT,Clerk#000000757,0,sly ironic deposits unwind carefully slowly silent deposits. t
4494241,136423,O,137616.13,1997-10-17,3-MEDIUM,Clerk#000000616,0,"es. silent, close packages wake carefully pending ideas. furiously"
5238439,32179,O,264226.69,1997-09-09,4-NOT SPECIFIED,Clerk#000000655,0,"nts; bold, express deposits are. special deposits along the pending pla"
2912962,62606,O,138808.60,1997-10-11,2-HIGH,Clerk#000000808,0, packages; escapades are quickly along the blithely pending ideas. quickl
5250371,31661,O,239420.11,1997-12-15,1-URGENT,Clerk#000000374,0, carefully ironic dolphins: fluffily unusual dugouts across the theodolites
2956544,43285,O,219060.66,1997-11-18,3-MEDIUM,Clerk#000000525,0,"ideas along the unusual, special deposits haggle slyl"
5020295,145013,O,306502.74,1997-11-23,3-MEDIUM,Clerk#000000746,0,heodolites sleep. evenly ironic multiplie
3468611,133057,O,158581.82,1997-11-20,4-NOT SPECIFIED,Clerk#000000445,0, slyly about the slyly express ideas. blithely e
5031552,68165,O,299391.00,1997-12-17,4-NOT SPECIFIED,Clerk#000000484,0,ndle blithely slyly unusual courts. quickly unusual courts 
2880225,128185,O,86294.02,1997-09-21,2-HIGH,Clerk#000000413,0,ts. ironically ironic foxes haggle furiously bo
1512128,55277,O,43483.56,1997-10-23,2-HIGH,Clerk#000000374,0,"e quickly bold packages. final, regular accounts among the blithely final pack"
1261186,48232,O,194508.78,1997-08-26,3-MEDIUM,Clerk#000000263,0,slyly express accounts wake 
1215879,49958,O,226063.06,1997-10-14,1-URGENT,Clerk#000000708,0,carefully enticing packages wake fluffily. reque
1423270,32497,O,243989.99,1997-11-11,2-HIGH,Clerk#000000027,0, pending theodolites ab
1570533,110407,O,210398.41,1997-12-05,1-URGENT,Clerk#000000440,0,refully furiously special dependencies. slyly final depths boost ideas. qu
1697666,104216,O,93744.61,1997-11-18,1-URGENT,Clerk#000000483,0,instructions. carefully express packages snooze slyly. furiously even p
3758726,59515,O,262645.68,1997-11-11,1-URGENT,Clerk#000000179,0,deposits wake quickly above the deposits. final packages ar
5895428,85685,O,93724.01,1997-10-17,2-HIGH,Clerk#000000111,0, final ideas among the furiously si
5898976,72361,O,202790.25,1997-11-03,5-LOW,Clerk#000000685,0, beans haggle furiously near the furiously ironic accounts. slyly u
1863938,70399,O,225714.77,1997-09-02,4-NOT SPECIFIED,Clerk#000000375,0,ns wake since the regu
1853287,135964,O,242823.74,1997-09-07,4-NOT SPECIFIED,Clerk#000000227,0,ely unusual requests boost blithely ironic idea
2394116,148066,O,120024.71,1997-12-06,3-MEDIUM,Clerk#000000074,0,gular excuses boost about the carefully pending packages. ideas
3660832,22739,O,50291.77,1997-12-01,3-MEDIUM,Clerk#000000405,0, carefully careful platelets. 
2196742,140359,O,394510.65,1997-11-07,2-HIGH,Clerk#000000831,0,y ironic forges. slyly 
3794690,62756,O,201225.79,1997-11-08,2-HIGH,Clerk#000000918,0,ests sleep around the never special plate
3793157,44504,O,276516.61,1997-10-16,1-URGENT,Clerk#000000127,0,uffily express asymptotes must have to use alwa
5357511,1688,O,28990.62,1997-09-11,5-LOW,Clerk#000000139,0,ly unusual packages are quickly after the carefully express dep
4518626,6052,O,114706.82,1997-11-28,5-LOW,Clerk#000000387,0,onic packages use carefully about the sp
4463681,114548,O,82953.84,1997-11-12,4-NOT SPECIFIED,Clerk#000000243,0,slyly ironic courts s
2956197,17746,O,153536.60,1997-08-17,2-HIGH,Clerk#000000425,0,"y around the ironic, fina"
4269313,140170,O,336956.79,1997-08-22,1-URGENT,Clerk#000000850,0,e furiously across the furiously final theodolit
5313063,121387,O,158056.72,1997-09-17,4-NOT SPECIFIED,Clerk#000000323,0,"le fluffily about the ironic, pending requests. quickly "
4979238,31138,O,298287.32,1997-08-31,3-MEDIUM,Clerk#000000014,0,olites breach furiously. platelets affix among the f
3066021,74521,O,102017.42,1997-12-03,3-MEDIUM,Clerk#000000060,0," express instructions. even, final dependencies solve quickly unusual deposi"
2405376,35513,O,297881.56,1997-11-12,2-HIGH,Clerk#000000276,0,thely furiously final theodolites. slyly ironic packages cajole care
2404389,79745,O,114690.72,1997-09-30,5-LOW,Clerk#000000068,0,ng the blithely pending accounts. bold
3227525,92270,O,311761.07,1997-09-04,1-URGENT,Clerk#000000049,0,s. regular pinto beans detect carefully above t
3143968,7567,O,76745.10,1997-11-07,1-URGENT,Clerk#000000165,0, carefully pending requests. carefully 
5188133,35467,O,246644.25,1997-11-03,3-MEDIUM,Clerk#000000543,0,out the quickly even package
2854981,106058,O,246787.24,1997-12-14,3-MEDIUM,Clerk#000000334,0,efully unusual requests use furio
1373735,17809,O,51965.00,1997-11-13,1-URGENT,Clerk#000000905,0,ut the packages thrash slyly above the regular theodolites. quickly final pac
3988870,69886,O,210741.96,1997-12-22,4-NOT SPECIFIED,Clerk#000000169,0,"ke ironic, special instructions. sly"
3069090,78892,O,272721.01,1997-11-09,1-URGENT,Clerk#000000151,0,". regular, final deposits solve carefully after the re"
3516385,6700,O,51009.77,1997-10-13,4-NOT SPECIFIED,Clerk#000000117,0,uests haggle blithely among the carefully eve
1395111,24166,O,123624.08,1997-12-19,3-MEDIUM,Clerk#000000117,0,ss instructions across the regular packages cajole thinly excep
5514854,63292,O,296082.58,1997-09-25,5-LOW,Clerk#000000293,0, whithout the furiously express d
3220934,117074,O,115272.37,1997-11-16,5-LOW,Clerk#000000848,0,"uickly blithely final deposits. carefully ironic platelets sleep. silent, "
1543648,63664,O,253105.36,1997-09-17,1-URGENT,Clerk#000000227,0,g the ironically final packages haggle past the 
2944100,9647,O,205999.76,1997-10-05,1-URGENT,Clerk#000000280,0,s. even accounts detect slyly unu
2571780,48913,O,62690.48,1997-09-18,2-HIGH,Clerk#000000812,0,ultipliers! packages cajo
4114850,42080,O,123716.79,1997-11-27,2-HIGH,Clerk#000000126,0,t the ruthlessly silent deposits haggle quickly caref
4861345,145528,O,259743.86,1997-10-29,2-HIGH,Clerk#000000564,0,ructions. slyly bold packages are slyly. ironic accoun
4626503,28258,O,230613.99,1997-10-25,2-HIGH,Clerk#000000460,0,wake slyly along the requests. slyly pending 
1892836,56020,O,208189.51,1997-10-24,2-HIGH,Clerk#000000423,0,equests. carefully final ideas a
383746,97489,O,189943.21,1997-08-24,3-MEDIUM,Clerk#000000442,0,"since the quickly ironic orbits haggle carefully final requests. final, ir"
1258594,8671,O,208373.48,1997-12-01,2-HIGH,Clerk#000000639,0, quickly fluffily even accounts. quickly final
5688486,96058,O,175526.92,1997-11-03,1-URGENT,Clerk#000000200,0,ounts around the blithe instructions wake carefully across the carefu
5614018,60109,O,291995.69,1997-09-04,3-MEDIUM,Clerk#000000752,0,above the silent ideas. bold instructions enga
5243842,54715,O,93366.58,1997-11-23,5-LOW,Clerk#000000079,0,s cajole slyly. deposits wake furiously ac
1251,37735,O,185379.58,1997-10-30,1-URGENT,Clerk#000000276,0,", brave sauternes. deposits boost fluffily."
1805376,9658,O,251520.65,1997-09-05,1-URGENT,Clerk#000000311,0,refully even pinto beans
1887362,34295,O,224154.08,1997-09-03,1-URGENT,Clerk#000000205,0,e of the slyly regular dependencies. carefully even reques
4987619,138635,O,109513.99,1997-10-27,3-MEDIUM,Clerk#000000049,0,ronic requests sleep above
755075,69469,O,199739.30,1997-10-20,1-URGENT,Clerk#000000031,0,tions dazzle carefully; carefully even req
1275110,123619,O,219894.40,1997-11-18,3-MEDIUM,Clerk#000000759,0,jole slyly-- blithely ironic somas are above the carefully express packages
5722753,134677,O,245142.85,1997-09-30,4-NOT SPECIFIED,Clerk#000000514,0,"above the ironic, even escapades haggle above the fluffily s"
1131175,10780,O,227086.64,1997-10-30,2-HIGH,Clerk#000000582,0,y regular epitaphs wake slyly even ideas. regular realms across the fu
2054149,91730,O,197762.76,1997-08-25,2-HIGH,Clerk#000000886,0," deposits run blithely final, unusual foxes. slyly even packages sleep speci"
4411712,122407,O,71711.49,1997-10-27,3-MEDIUM,Clerk#000000041,0, beneath the unusual accounts. slyly ironic ideas among the ruthless for
2303875,94223,O,102603.74,1997-10-25,5-LOW,Clerk#000000264,0,ake. slyly even accounts sleep final reques
12548,14389,O,222579.30,1997-11-20,4-NOT SPECIFIED,Clerk#000000517,0,s excuses x-ray against
2627908,6761,O,149879.93,1997-09-10,5-LOW,Clerk#000000670,0,y final packages boost quickly fina
4692645,18094,O,15602.55,1997-09-08,4-NOT SPECIFIED,Clerk#000000538,0,uriously alongside of the final packages. closely
5580614,144850,O,25793.99,1997-10-09,5-LOW,Clerk#000000885,0,unts. quickly pending ac
3446084,64099,O,142646.26,1997-09-17,5-LOW,Clerk#000000741,0,"ross the ironic, blithe packages. even, even accounts dazzle careful"
4942695,5464,O,384901.10,1997-08-09,3-MEDIUM,Clerk#000000462,0,uffily among the packages. furiously fin
4022855,105725,O,242351.96,1997-08-24,2-HIGH,Clerk#000000094,0,uickly ironic theodolites print. blithely final epitap
2044871,143983,O,213768.44,1997-12-08,5-LOW,Clerk#000000650,0,eep special dependencies.
4063044,76418,O,209656.39,1997-09-22,1-URGENT,Clerk#000000436,0,ajole always stealthily ironic accounts. tithes wake furiously furiously bol
4635233,132994,O,245093.35,1997-10-21,3-MEDIUM,Clerk#000000256,0,"its. furious ideas use thin, regular requests-- carefully special as"
5499271,109105,O,214026.45,1997-09-22,2-HIGH,Clerk#000000764,0,leep. even theodolites haggle slyly. carefully ironi
5752644,40828,O,184605.49,1997-09-10,5-LOW,Clerk#000000469,0,the slyly pending requests. e
5828610,126967,O,167939.16,1997-11-16,5-LOW,Clerk#000000603,0,to beans. packages are quickly until the furiously unusual deposits. bold
4907009,34273,O,53624.21,1997-09-19,4-NOT SPECIFIED,Clerk#000000943,0,ickly final deposits. even packages
2512228,47240,O,53156.49,1997-11-30,2-HIGH,Clerk#000000657,0,xpress dependencies should 
2432899,21574,O,223408.61,1997-08-30,3-MEDIUM,Clerk#000000082,0,ngside of the deposits. blit
5153569,74989,O,265644.32,1997-10-08,2-HIGH,Clerk#000000507,0,"l accounts. idle, special deposits along the furiously final packages ar"
164416,123952,O,193456.70,1997-11-04,2-HIGH,Clerk#000000170,0,"cajole slyly Tiresias. slyly unusual packages are carefully silent, pe"
775169,101749,O,193368.22,1997-11-03,2-HIGH,Clerk#000000131,0,ar requests thrash furiously among the carefully slow ideas. carefully ironic 
5264869,99554,O,153495.19,1997-08-17,3-MEDIUM,Clerk#000000675,0,ckages above the fluffi
2063297,17437,O,227910.11,1997-08-28,4-NOT SPECIFIED,Clerk#000000424,0,ular dugouts. final instructions sleep. quickly ironic accou
5013089,60469,O,309960.76,1997-10-06,3-MEDIUM,Clerk#000000703,0,nal foxes. quickly bold packages around the stealth
327906,37075,O,193441.63,1997-11-15,2-HIGH,Clerk#000000410,0,ep fluffily according to the regularly express packages. bold foxes lose car
3035907,51385,O,310188.30,1997-09-17,5-LOW,Clerk#000000864,0,"uriously about the final, pending theodolites. carefully ironic depe"
3842530,98614,O,215584.70,1997-10-09,2-HIGH,Clerk#000000068,0,"inal accounts. even, even courts cajole blithely a"
2221729,53887,O,161533.99,1997-10-07,5-LOW,Clerk#000000859,0,special asymptotes nag c
5662560,52537,O,179754.19,1997-09-25,3-MEDIUM,Clerk#000000547,0,o beans sleep quickly
416227,100643,O,163230.20,1997-10-14,5-LOW,Clerk#000000820,0, sometimes among the quickly even re
