P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
111383,orchid peru burnished antique seashell,Manufacturer#4,Brand#44,ECONOMY BURNISHED STEEL,25,SM PACK,1394.38, final pac
34350,puff forest khaki yellow misty,Manufacturer#3,Brand#33,SMALL POLISHED TIN,18,WRAP PKG,1284.35, final notornis
141908,yellow brown slate pale white,Manufacturer#2,Brand#23,LARGE ANODIZED STEEL,16,SM BOX,1949.90,osits. slyl
39977,lawn powder aquamarine chartreuse burnished,Manufacturer#1,Brand#13,STANDARD PLATED BRASS,49,LG BOX,1916.97,ily final 
121861,white yellow chocolate spring cyan,Manufacturer#1,Brand#11,SMALL BURNISHED NICKEL,46,JUMBO JAR,1882.86, slyly ironic req
119381,blue plum smoke white puff,Manufacturer#5,Brand#53,STANDARD PLATED BRASS,15,WRAP BOX,1400.38,eposits d
50095,seashell honeydew lawn green linen,Manufacturer#4,Brand#41,PROMO BRUSHED TIN,10,JUMBO CAN,1045.09,fter the slyly regular
105655,steel metallic rose red azure,Manufacturer#1,Brand#12,PROMO POLISHED NICKEL,27,LG BAG,1660.65,ly alongside of the 
148640,brown antique papaya powder gainsboro,Manufacturer#3,Brand#32,LARGE BURNISHED BRASS,18,LG CASE,1688.64,use blithely. regula
80712,chiffon aquamarine lace cornsilk burnished,Manufacturer#2,Brand#21,SMALL PLATED BRASS,1,JUMBO CAN,1692.71,"nding, special dolp"
60525,blush antique wheat medium blue,Manufacturer#4,Brand#44,LARGE PLATED TIN,11,JUMBO BOX,1485.52, across the slyly id
114430,azure antique plum seashell pink,Manufacturer#2,Brand#24,MEDIUM POLISHED BRASS,14,WRAP BAG,1444.43,nst the
27742,orchid red peach grey wheat,Manufacturer#5,Brand#55,STANDARD PLATED COPPER,11,JUMBO CASE,1669.74,y speci
99571,cyan papaya orange snow almond,Manufacturer#1,Brand#11,PROMO BRUSHED STEEL,8,LG CAN,1570.57,ously unusual 
134605,chiffon snow beige frosted cornflower,Manufacturer#3,Brand#35,MEDIUM ANODIZED COPPER,42,JUMBO PKG,1639.60,ly. slyly unusu
178724,red sandy magenta tomato peru,Manufacturer#4,Brand#44,PROMO PLATED BRASS,41,SM JAR,1802.72,uctions
99288,floral dim pink green lavender,Manufacturer#5,Brand#54,PROMO BRUSHED TIN,42,WRAP PACK,1287.28, bold foxes cajo
6813,light azure royal brown sienna,Manufacturer#2,Brand#25,STANDARD ANODIZED COPPER,17,MED JAR,1719.81,uickly 
79192,rosy salmon hot navajo orchid,Manufacturer#3,Brand#31,PROMO POLISHED NICKEL,44,JUMBO BOX,1171.19,ect. express request
62285,dodger ghost azure bisque khaki,Manufacturer#1,Brand#15,LARGE BURNISHED STEEL,41,LG CAN,1247.28,le furiously requests
97309,deep puff tan burnished grey,Manufacturer#1,Brand#15,STANDARD BRUSHED TIN,1,WRAP CAN,1306.30,ent asymptotes sleep
53662,ivory goldenrod cyan green firebrick,Manufacturer#3,Brand#32,ECONOMY BURNISHED BRASS,35,WRAP DRUM,1615.66,its unwin
28864,dodger chocolate purple saddle yellow,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,22,MED CAN,1792.86,y final in
186192,thistle honeydew light papaya cyan,Manufacturer#3,Brand#35,STANDARD BURNISHED STEEL,20,WRAP DRUM,1278.19,against the accoun
89574,turquoise chiffon deep almond lemon,Manufacturer#4,Brand#44,MEDIUM BURNISHED TIN,21,JUMBO PACK,1563.57,r accounts. 
85206,azure frosted mint plum midnight,Manufacturer#2,Brand#25,STANDARD ANODIZED BRASS,42,MED CAN,1191.20,final theodolites
41122,purple saddle violet blue chocolate,Manufacturer#5,Brand#52,SMALL BRUSHED COPPER,29,JUMBO PACK,1063.12,al packages. pending 
44055,indian smoke olive dark lavender,Manufacturer#1,Brand#13,ECONOMY BRUSHED TIN,22,WRAP PACK,999.05,tructions over the eve
19468,linen hot azure gainsboro aquamarine,Manufacturer#5,Brand#55,STANDARD POLISHED NICKEL,14,WRAP CAN,1387.46,tterns haggle fur
134631,burlywood maroon magenta deep spring,Manufacturer#2,Brand#21,STANDARD BRUSHED TIN,32,SM CAN,1665.63,regular asymp
3156,indian forest sandy floral peach,Manufacturer#5,Brand#54,SMALL PLATED TIN,48,WRAP JAR,1059.15,the pinto beans cajole
132403,navajo seashell khaki cyan magenta,Manufacturer#2,Brand#23,ECONOMY PLATED BRASS,26,MED CAN,1435.40,s across the final acc
145966,forest aquamarine bisque dim royal,Manufacturer#4,Brand#43,ECONOMY BRUSHED TIN,39,SM CASE,2011.96, packa
183968,goldenrod sienna ivory dodger drab,Manufacturer#5,Brand#54,LARGE BRUSHED TIN,24,LG BAG,2051.96,furiously ir
181842,dark puff salmon peach cornflower,Manufacturer#4,Brand#43,SMALL POLISHED COPPER,1,MED BOX,1923.84, furiou
107408,tan lavender chocolate orange burlywood,Manufacturer#1,Brand#15,PROMO BURNISHED TIN,29,LG PACK,1415.40,endencie
63584,blue honeydew dark floral puff,Manufacturer#1,Brand#15,STANDARD POLISHED NICKEL,11,LG JAR,1547.58,nts. regu
132077,red cyan olive snow floral,Manufacturer#4,Brand#41,STANDARD BURNISHED STEEL,42,JUMBO PKG,1109.07,ously alongside of th
75109,sky firebrick floral khaki wheat,Manufacturer#5,Brand#55,SMALL BRUSHED COPPER,1,WRAP CASE,1084.10,ckages hagg
179616,antique firebrick tan honeydew navajo,Manufacturer#2,Brand#25,PROMO ANODIZED STEEL,24,MED PKG,1695.61,s sleep slyly.
143307,burnished ivory blue peach orchid,Manufacturer#2,Brand#21,MEDIUM PLATED TIN,9,JUMBO BAG,1350.30,unts at the slyly
3557,gainsboro cornsilk sandy honeydew brown,Manufacturer#3,Brand#32,LARGE BURNISHED NICKEL,40,MED PACK,1460.55,inal request
44083,dodger white salmon saddle drab,Manufacturer#2,Brand#22,PROMO BURNISHED COPPER,12,MED PKG,1027.08,counts wake. slyly iro
69841,drab purple plum lemon tan,Manufacturer#5,Brand#53,STANDARD PLATED STEEL,8,LG JAR,1810.84,regular requests haggl
178913,tomato goldenrod sandy navajo turquoise,Manufacturer#4,Brand#41,SMALL BRUSHED NICKEL,24,WRAP BOX,1991.91,packages a
70281,metallic rosy dark puff antique,Manufacturer#3,Brand#34,STANDARD BRUSHED STEEL,1,JUMBO DRUM,1251.28, slyly regular reques
11798,moccasin pink azure sky pale,Manufacturer#3,Brand#31,SMALL BURNISHED TIN,29,JUMBO BOX,1709.79,un pending exc
163687,thistle orange plum honeydew firebrick,Manufacturer#4,Brand#44,MEDIUM POLISHED BRASS,36,SM PKG,1750.68,thely spe
93735,powder mint linen saddle pale,Manufacturer#4,Brand#42,SMALL POLISHED TIN,41,LG JAR,1728.73,theod
104486,ghost seashell blush frosted hot,Manufacturer#4,Brand#42,ECONOMY POLISHED NICKEL,1,WRAP PACK,1490.48,s around th
48621,smoke puff cream chocolate bisque,Manufacturer#2,Brand#21,PROMO BURNISHED STEEL,46,LG BAG,1569.62,osits are qui
77153,red maroon pale green puff,Manufacturer#5,Brand#51,SMALL POLISHED COPPER,8,SM JAR,1130.15,theodolites. speci
178409,blush antique medium sienna misty,Manufacturer#1,Brand#14,STANDARD BRUSHED NICKEL,41,MED PKG,1487.40,"cial, expre"
30640,steel misty chiffon moccasin pale,Manufacturer#3,Brand#34,MEDIUM BRUSHED COPPER,34,JUMBO CASE,1570.64,iously busy de
151446,medium salmon coral olive blush,Manufacturer#2,Brand#24,STANDARD ANODIZED BRASS,46,SM CAN,1497.44, slyly ironic 
46407,wheat smoke sandy cornflower olive,Manufacturer#3,Brand#31,PROMO BURNISHED STEEL,19,WRAP BOX,1353.40,iously ironic waters 
99158,moccasin indian peach snow brown,Manufacturer#4,Brand#45,MEDIUM ANODIZED STEEL,23,WRAP DRUM,1157.15,r theodolites haggle b
149709,spring chiffon cornflower ghost gainsboro,Manufacturer#2,Brand#21,STANDARD BRUSHED BRASS,30,LG PKG,1758.70, careful
135696,medium honeydew steel ghost slate,Manufacturer#4,Brand#43,ECONOMY PLATED STEEL,22,JUMBO BOX,1731.69,y instructions.
10197,rosy plum tan pink thistle,Manufacturer#4,Brand#43,MEDIUM BRUSHED BRASS,9,MED CASE,1107.19,"ick, "
125965,tomato cornflower pink bisque blush,Manufacturer#2,Brand#24,LARGE POLISHED NICKEL,5,SM JAR,1990.96,ithely.
76362,brown drab gainsboro lemon orchid,Manufacturer#5,Brand#52,MEDIUM BRUSHED BRASS,16,WRAP CASE,1338.36,slyly
158667,lime bisque hot peru chocolate,Manufacturer#4,Brand#44,LARGE ANODIZED NICKEL,31,JUMBO BOX,1725.66,"final, unusual"
82055,indian lime salmon turquoise rose,Manufacturer#1,Brand#14,ECONOMY BRUSHED COPPER,47,SM PACK,1037.05,run accounts. 
71730,maroon coral brown burlywood seashell,Manufacturer#4,Brand#41,LARGE BRUSHED COPPER,38,SM PKG,1701.73,dolites
169401,metallic chiffon papaya wheat violet,Manufacturer#3,Brand#34,SMALL BURNISHED BRASS,7,LG BAG,1470.40,ts. express pinto be
193006,aquamarine drab purple khaki chiffon,Manufacturer#4,Brand#41,LARGE PLATED TIN,11,SM DRUM,1099.00,alms are. slyl
31462,seashell frosted magenta firebrick misty,Manufacturer#5,Brand#54,MEDIUM BRUSHED BRASS,14,SM CAN,1393.46,ly unusual instr
40055,navy cornsilk orange sky dim,Manufacturer#1,Brand#13,SMALL BRUSHED TIN,36,LG CASE,995.05,row afte
149446,wheat thistle honeydew gainsboro olive,Manufacturer#5,Brand#52,ECONOMY ANODIZED STEEL,46,LG CAN,1495.44,ng instructi
39576,chiffon gainsboro firebrick antique powder,Manufacturer#1,Brand#14,ECONOMY ANODIZED NICKEL,30,JUMBO DRUM,1515.57,p blithe
43142,lawn peach maroon slate tan,Manufacturer#4,Brand#43,SMALL POLISHED BRASS,6,LG JAR,1085.14,s. flu
181640,aquamarine pale indian burlywood peach,Manufacturer#1,Brand#11,LARGE BURNISHED COPPER,48,SM PKG,1721.64,"ts. pending, re"
108593,coral firebrick purple midnight wheat,Manufacturer#1,Brand#13,PROMO BURNISHED TIN,9,SM CASE,1601.59,atelets
160691,ghost yellow orchid indian azure,Manufacturer#5,Brand#53,PROMO BURNISHED BRASS,3,LG JAR,1751.69,odolit
174462,burnished sky peru sandy tomato,Manufacturer#2,Brand#25,MEDIUM POLISHED COPPER,12,SM PACK,1536.46,urious
106817,burnished plum rose olive cyan,Manufacturer#2,Brand#25,STANDARD BRUSHED BRASS,5,LG CAN,1823.81,ckages. slyly un
176782,chiffon black firebrick floral azure,Manufacturer#2,Brand#22,SMALL BRUSHED NICKEL,16,WRAP CAN,1858.78,? carefully ironic p
80718,light blush green honeydew medium,Manufacturer#1,Brand#14,SMALL BURNISHED TIN,25,SM PKG,1698.71,e furiously final a
37386,hot lavender steel azure dodger,Manufacturer#3,Brand#34,MEDIUM BURNISHED STEEL,34,SM CASE,1323.38,grate boldly. i
118436,smoke orchid green maroon powder,Manufacturer#3,Brand#32,PROMO POLISHED STEEL,9,MED BOX,1454.43,kly except th
98987,seashell peach lace violet firebrick,Manufacturer#5,Brand#52,PROMO PLATED TIN,3,JUMBO CASE,1985.98,ly pending platel
154779,papaya cornflower white chiffon blue,Manufacturer#3,Brand#33,MEDIUM ANODIZED STEEL,11,LG CAN,1833.77,unts grow qui
16138,snow khaki orange maroon puff,Manufacturer#5,Brand#55,ECONOMY PLATED STEEL,47,WRAP CASE,1054.13,yly along the fi
126397,forest dodger firebrick almond yellow,Manufacturer#4,Brand#41,PROMO POLISHED TIN,18,LG BAG,1423.39,detect furiously iro
87608,rose peru purple lemon mint,Manufacturer#3,Brand#32,SMALL BURNISHED BRASS,49,WRAP PKG,1595.60,"pending, pendi"
171292,gainsboro grey blush seashell wheat,Manufacturer#3,Brand#32,STANDARD BURNISHED BRASS,44,WRAP CASE,1363.29,osits. brave
62111,floral almond olive medium moccasin,Manufacturer#2,Brand#23,ECONOMY POLISHED STEEL,10,LG DRUM,1073.11,in dependencies.
172361,purple mint black navy floral,Manufacturer#4,Brand#43,SMALL ANODIZED TIN,25,JUMBO CAN,1433.36,lar courts cajole 
185666,lace firebrick ivory green light,Manufacturer#4,Brand#42,SMALL BURNISHED TIN,6,SM DRUM,1751.66,es haggle alongside 
99118,smoke goldenrod lawn deep tan,Manufacturer#2,Brand#24,PROMO BRUSHED COPPER,27,MED PACK,1117.11,ecial requests haggle
99686,cyan rosy navy lace misty,Manufacturer#3,Brand#35,STANDARD POLISHED NICKEL,41,JUMBO JAR,1685.68,xes are
18415,dark wheat spring goldenrod honeydew,Manufacturer#2,Brand#22,PROMO POLISHED COPPER,46,WRAP BAG,1333.41,fter the furiously re
174503,puff honeydew metallic maroon orchid,Manufacturer#4,Brand#42,STANDARD POLISHED NICKEL,40,MED BOX,1577.50,ly regular r
72268,turquoise cream azure aquamarine cornsilk,Manufacturer#5,Brand#52,ECONOMY POLISHED TIN,31,LG BOX,1240.26,ns. account
76592,forest moccasin antique cornflower green,Manufacturer#1,Brand#15,LARGE POLISHED TIN,19,LG BOX,1568.59,lyly enticing pinto
149995,coral blush peach saddle ivory,Manufacturer#4,Brand#44,ECONOMY BRUSHED TIN,22,WRAP PACK,2044.99,request
185678,navy smoke salmon papaya ghost,Manufacturer#2,Brand#25,PROMO BRUSHED STEEL,33,SM CASE,1763.67, ironic de
190344,drab frosted coral thistle burnished,Manufacturer#5,Brand#53,LARGE PLATED TIN,46,MED JAR,1434.34,sts. furiously fi
110618,chartreuse mint rose forest black,Manufacturer#3,Brand#35,SMALL ANODIZED COPPER,46,LG DRUM,1628.61,n asympt
27130,spring chocolate ivory seashell lace,Manufacturer#5,Brand#54,PROMO PLATED TIN,41,WRAP CAN,1057.13,counts cajo
54722,violet medium misty rose snow,Manufacturer#2,Brand#23,PROMO ANODIZED STEEL,31,MED CAN,1676.72,courts 
110752,goldenrod powder cyan firebrick ivory,Manufacturer#1,Brand#15,SMALL BURNISHED TIN,50,WRAP CASE,1762.75,across the evenly fi
31021,seashell ivory cyan goldenrod light,Manufacturer#4,Brand#42,SMALL PLATED COPPER,18,SM DRUM,952.02,ound the quickly f
134863,purple chartreuse slate peru floral,Manufacturer#2,Brand#21,MEDIUM POLISHED STEEL,34,MED CASE,1897.86,tes around the 
83443,royal sky cream lace thistle,Manufacturer#1,Brand#12,LARGE BRUSHED COPPER,6,WRAP CASE,1426.44,ccounts cajole furious
48474,peru lace dark aquamarine slate,Manufacturer#3,Brand#35,SMALL PLATED NICKEL,38,LG DRUM,1422.47,about th
63021,ghost papaya violet cornsilk gainsboro,Manufacturer#1,Brand#13,PROMO ANODIZED BRASS,29,JUMBO JAR,984.02,nts. fluffily spec
35652,puff goldenrod frosted lawn dim,Manufacturer#5,Brand#54,LARGE POLISHED NICKEL,38,WRAP PACK,1587.65,. clos
110099,olive smoke steel yellow navy,Manufacturer#3,Brand#34,STANDARD BURNISHED NICKEL,14,MED DRUM,1109.09, pinto bea
75918,floral burnished dodger cyan almond,Manufacturer#1,Brand#13,MEDIUM POLISHED BRASS,43,JUMBO CASE,1893.91,ly unusual reque
198233,dim sky almond azure pink,Manufacturer#4,Brand#43,MEDIUM POLISHED NICKEL,4,LG PKG,1331.23,"s sleep regular, final"
19135,misty pink salmon aquamarine navajo,Manufacturer#3,Brand#33,LARGE BURNISHED STEEL,34,SM PACK,1054.13,deas boo
136686,thistle drab dark linen hot,Manufacturer#2,Brand#24,SMALL PLATED NICKEL,1,MED CAN,1722.68,y final foxes are al
89024,chiffon papaya brown indian olive,Manufacturer#2,Brand#24,SMALL BRUSHED BRASS,35,MED CAN,1013.02, deposits 
163264,sandy linen tan blush black,Manufacturer#1,Brand#11,STANDARD BRUSHED BRASS,47,SM DRUM,1327.26,the quick
19269,turquoise chocolate rosy ivory sky,Manufacturer#2,Brand#22,ECONOMY ANODIZED NICKEL,10,LG BOX,1188.26,fluff
54359,khaki yellow plum misty beige,Manufacturer#2,Brand#25,STANDARD PLATED STEEL,45,JUMBO DRUM,1313.35, the ideas. fluf
195312,honeydew puff indian azure ivory,Manufacturer#3,Brand#35,SMALL BURNISHED BRASS,20,MED BAG,1407.31,luffily sly acc
95493,linen rosy orchid lavender drab,Manufacturer#3,Brand#32,ECONOMY POLISHED COPPER,47,SM DRUM,1488.49, regula
14941,medium linen rosy gainsboro cornflower,Manufacturer#4,Brand#41,ECONOMY BRUSHED NICKEL,8,MED JAR,1855.94,s. quickly r
96361,purple slate blue wheat drab,Manufacturer#2,Brand#24,ECONOMY POLISHED NICKEL,25,SM PACK,1357.36,fix fluffily accordi
165557,khaki thistle snow lemon dark,Manufacturer#3,Brand#33,ECONOMY BRUSHED TIN,41,SM CAN,1622.55,he quickly 
178919,moccasin saddle turquoise grey frosted,Manufacturer#1,Brand#15,SMALL BRUSHED TIN,15,MED PACK,1997.91,ly express acc
140340,papaya forest lavender firebrick honeydew,Manufacturer#3,Brand#33,ECONOMY BRUSHED BRASS,21,MED BOX,1380.34,"sits. special, fin"
28989,chocolate cornsilk sienna beige violet,Manufacturer#3,Brand#33,LARGE BURNISHED TIN,15,LG CASE,1917.98, sleep slyly abov
148472,wheat sienna midnight orchid lace,Manufacturer#2,Brand#24,STANDARD BRUSHED STEEL,46,LG JAR,1520.47,y special 
55222,floral indian cornflower papaya cream,Manufacturer#2,Brand#25,MEDIUM BURNISHED NICKEL,13,WRAP DRUM,1177.22,blithely
90233,cream firebrick lace maroon steel,Manufacturer#4,Brand#44,ECONOMY BURNISHED NICKEL,38,SM PACK,1223.23,lites. regula
186181,hot rosy chartreuse almond linen,Manufacturer#1,Brand#15,LARGE PLATED STEEL,33,MED PACK,1267.18,boost blithe
119560,moccasin lavender hot metallic light,Manufacturer#1,Brand#13,SMALL POLISHED TIN,35,LG DRUM,1579.56,cuses. specia
135276,steel light turquoise royal violet,Manufacturer#2,Brand#22,SMALL POLISHED BRASS,43,LG PACK,1311.27, cajo
77545,goldenrod sienna antique saddle khaki,Manufacturer#5,Brand#55,STANDARD BRUSHED STEEL,15,JUMBO DRUM,1522.54,uests sleep caref
19525,almond antique orange white violet,Manufacturer#3,Brand#33,SMALL ANODIZED BRASS,31,MED JAR,1444.52,egular 
195922,moccasin lavender sandy maroon ghost,Manufacturer#1,Brand#12,STANDARD POLISHED BRASS,32,JUMBO BOX,2017.92,ly busy deposits 
8487,hot slate cornflower navy ivory,Manufacturer#1,Brand#12,SMALL PLATED TIN,1,MED JAR,1395.48,the furiously pend
172939,violet medium beige powder azure,Manufacturer#1,Brand#15,PROMO BRUSHED BRASS,36,MED PACK,2011.93,kages. 
7965,saddle blanched orange tomato ghost,Manufacturer#4,Brand#41,STANDARD ANODIZED BRASS,35,LG DRUM,1872.96,kly: blithely regu
91210,rose lime ghost orange cyan,Manufacturer#5,Brand#54,SMALL PLATED STEEL,18,LG BOX,1201.21,lites. unus
101381,burlywood turquoise slate cream steel,Manufacturer#4,Brand#41,LARGE PLATED COPPER,39,LG CASE,1382.38,ccording 
149668,mint ivory floral honeydew maroon,Manufacturer#2,Brand#21,PROMO POLISHED TIN,37,JUMBO PACK,1717.66,nag furiou
271,lace floral peru dim magenta,Manufacturer#5,Brand#52,PROMO PLATED COPPER,32,MED PKG,1171.27, fluffy acco
13676,lime rose cornflower orchid bisque,Manufacturer#5,Brand#52,MEDIUM PLATED NICKEL,46,SM CAN,1589.67,express acco
57802,seashell firebrick magenta moccasin azure,Manufacturer#2,Brand#21,LARGE ANODIZED TIN,37,JUMBO BOX,1759.80, accounts detect aft
167965,dodger mint blush metallic ghost,Manufacturer#2,Brand#23,STANDARD ANODIZED TIN,38,JUMBO DRUM,2032.96,ly unusu
55610,coral snow puff magenta powder,Manufacturer#5,Brand#51,SMALL BRUSHED STEEL,32,SM BAG,1565.61,ind quickly.
12345,puff spring bisque rose salmon,Manufacturer#3,Brand#35,SMALL PLATED STEEL,30,JUMBO PKG,1257.34,kages 
27352,lace navy forest wheat linen,Manufacturer#1,Brand#11,ECONOMY BURNISHED STEEL,33,LG PACK,1279.35,y after the 
119119,antique medium coral sandy ivory,Manufacturer#2,Brand#21,PROMO ANODIZED NICKEL,14,JUMBO CAN,1138.11, packages wake the
169740,orange slate rose spring brown,Manufacturer#5,Brand#51,MEDIUM POLISHED TIN,40,JUMBO CASE,1809.74,beans doubt dolphins. 
123178,pink midnight grey magenta thistle,Manufacturer#4,Brand#45,MEDIUM BRUSHED NICKEL,14,MED CASE,1201.17,cial deposits
74645,beige olive steel lime powder,Manufacturer#3,Brand#33,LARGE BRUSHED BRASS,47,WRAP CASE,1619.64,furiously pe
71823,blanched thistle slate gainsboro burlywood,Manufacturer#1,Brand#14,STANDARD BRUSHED BRASS,14,SM JAR,1794.82,lithel
127459,smoke aquamarine lace maroon papaya,Manufacturer#1,Brand#11,LARGE ANODIZED NICKEL,45,JUMBO BOX,1486.45,arefully un
174953,seashell rose olive puff almond,Manufacturer#1,Brand#12,STANDARD BRUSHED NICKEL,14,WRAP PKG,2027.95,ccounts haggle furiou
25970,cream cornsilk lace steel azure,Manufacturer#2,Brand#23,PROMO ANODIZED COPPER,33,MED PKG,1895.97,ly bold platelet
146953,orange rose steel navajo purple,Manufacturer#3,Brand#34,STANDARD BRUSHED STEEL,12,JUMBO BAG,1999.95, accor
118560,rosy seashell tomato dodger mint,Manufacturer#4,Brand#44,SMALL POLISHED COPPER,37,LG CAN,1578.56,ld packages haggl
117384,forest olive slate gainsboro pale,Manufacturer#3,Brand#34,LARGE POLISHED NICKEL,37,SM BAG,1401.38,al foxes. re
183916,burnished saddle snow cream salmon,Manufacturer#1,Brand#14,MEDIUM ANODIZED BRASS,10,MED JAR,1999.91,wake carefully along
154250,olive blush chocolate azure dodger,Manufacturer#5,Brand#52,ECONOMY POLISHED STEEL,42,WRAP BOX,1304.25,lar pinto beans cajo
177199,black tomato maroon metallic blanched,Manufacturer#2,Brand#22,PROMO POLISHED NICKEL,46,MED DRUM,1276.19,structions nag fluffil
87116,chartreuse royal yellow hot medium,Manufacturer#4,Brand#42,LARGE BURNISHED COPPER,12,JUMBO PACK,1103.11,y daring packages nod
80053,rosy royal navajo blush forest,Manufacturer#4,Brand#43,LARGE POLISHED NICKEL,47,MED PACK,1033.05, final packag
6251,lemon gainsboro khaki lavender ivory,Manufacturer#3,Brand#34,PROMO POLISHED BRASS,40,SM BOX,1157.25,"egular, unusual re"
143628,burnished misty almond thistle cornflower,Manufacturer#1,Brand#13,MEDIUM PLATED NICKEL,1,LG DRUM,1671.62,haggle q
11156,slate light coral pale royal,Manufacturer#2,Brand#21,PROMO POLISHED NICKEL,23,MED DRUM,1067.15,ake along the slyly 
178635,tomato tan olive navajo snow,Manufacturer#4,Brand#43,MEDIUM BURNISHED TIN,41,SM BOX,1713.63, boost.
179549,sky khaki rosy almond papaya,Manufacturer#1,Brand#11,STANDARD BRUSHED COPPER,46,LG PKG,1628.54,"ar, regular e"
137382,powder firebrick almond slate antique,Manufacturer#3,Brand#32,STANDARD BURNISHED NICKEL,23,MED BAG,1419.38,", final dep"
