L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2898787,116436,8948,1,20.00,29048.60,0.06,0.05,N,O,1997-12-07,1997-12-15,1998-01-01,TAKE BACK RETURN,MAIL,r asymptotes use ca
2426690,12305,9809,2,6.00,7303.80,0.10,0.07,N,O,1997-12-15,1997-12-15,1998-01-01,TAKE BACK RETURN,SHIP,lyly express accounts impr
2829920,67353,9860,2,50.00,66017.50,0.10,0.06,N,O,1997-12-02,1997-11-12,1998-01-01,TAKE BACK RETURN,AIR,ironic ideas kindle. even f
2592102,58889,1395,4,31.00,57284.28,0.02,0.03,N,O,1997-12-21,1997-11-21,1998-01-01,TAKE BACK RETURN,REG AIR,fluffy instructions wake blithely according
2493188,131459,8999,2,14.00,20866.30,0.07,0.01,N,O,1997-12-02,1998-01-07,1998-01-01,TAKE BACK RETURN,FOB,fluffily. theodolites eat furiously iro
2422279,68982,6501,1,32.00,62431.36,0.07,0.05,N,O,1997-12-08,1997-10-13,1998-01-01,NONE,SHIP,ers! furious
3757925,65266,5267,2,11.00,13543.86,0.05,0.04,N,O,1997-12-12,1997-11-22,1998-01-01,TAKE BACK RETURN,SHIP," among the special, regular requests."
2624736,31489,6496,4,18.00,25568.64,0.05,0.01,N,O,1997-12-11,1997-10-14,1998-01-01,COLLECT COD,SHIP,will breach carefully furiously regular 
2462020,54007,9018,1,21.00,20181.00,0.02,0.07,N,O,1997-12-02,1997-12-23,1998-01-01,NONE,RAIL,s are slyly across the deposits. court
3888641,106858,6859,3,30.00,55945.50,0.09,0.00,N,O,1997-12-10,1997-12-18,1998-01-01,TAKE BACK RETURN,TRUCK,onic accounts wake. deposits w
1589408,119736,2248,1,48.00,84275.04,0.08,0.08,N,O,1997-12-03,1997-12-17,1998-01-01,DELIVER IN PERSON,REG AIR, requests. blithely bold accounts a
2437059,72912,434,6,22.00,41468.02,0.02,0.05,N,O,1997-12-18,1997-12-02,1998-01-01,COLLECT COD,AIR,accounts are carefully ab
4520193,96502,1521,1,17.00,25474.50,0.09,0.08,N,O,1997-12-28,1997-10-11,1998-01-01,COLLECT COD,MAIL, unusual acc
2376133,127397,2422,6,1.00,1424.39,0.05,0.02,N,O,1997-12-27,1997-10-19,1998-01-01,COLLECT COD,REG AIR,y. regular 
1223010,19878,2380,3,1.00,1797.87,0.07,0.00,N,O,1997-12-21,1997-12-19,1998-01-01,NONE,MAIL,ly ironic de
1315169,403,7904,2,50.00,65170.00,0.02,0.03,N,O,1997-12-06,1997-11-25,1998-01-01,COLLECT COD,AIR,tes about the blithely even id
5874272,102516,5027,2,45.00,68332.95,0.01,0.02,N,O,1997-12-22,1998-01-10,1998-01-01,DELIVER IN PERSON,FOB,he packages. slyly
157728,123043,5556,2,29.00,30915.16,0.07,0.04,N,O,1997-12-13,1997-10-22,1998-01-01,TAKE BACK RETURN,SHIP,nstructions solve blithely abo
5643169,109265,1776,2,24.00,30582.24,0.05,0.08,N,O,1997-12-06,1997-11-29,1998-01-01,COLLECT COD,FOB,y. unusual
2501831,52863,5369,4,36.00,65370.96,0.05,0.02,N,O,1997-12-19,1998-01-14,1998-01-01,NONE,RAIL, deposits use across the i
5897280,1533,4034,1,12.00,17214.36,0.08,0.03,N,O,1997-12-06,1997-09-30,1998-01-01,COLLECT COD,TRUCK,". foxes across the regular, bold packages n"
208677,188004,3041,5,34.00,37128.00,0.01,0.06,N,O,1997-12-10,1998-01-16,1998-01-01,DELIVER IN PERSON,RAIL,deposits. 
5433795,42877,2878,7,10.00,18198.70,0.07,0.01,N,O,1997-12-13,1997-10-13,1998-01-01,NONE,REG AIR,mptotes acro
5580614,188338,857,2,4.00,5705.32,0.03,0.07,N,O,1997-12-24,1997-11-19,1998-01-01,COLLECT COD,MAIL,. slyly even theodolites nag blithel
5991909,103412,3413,3,5.00,7077.05,0.09,0.05,N,O,1997-12-21,1997-10-28,1998-01-01,COLLECT COD,FOB, pinto beans. fluffily dogged packages are
5994241,117268,9780,5,44.00,56551.44,0.06,0.04,N,O,1997-12-30,1998-01-02,1998-01-01,COLLECT COD,TRUCK,y special accounts wake. carefully pend
5909735,77617,2632,2,46.00,73352.06,0.09,0.00,N,O,1997-12-20,1998-01-12,1998-01-01,TAKE BACK RETURN,AIR, accounts i
1915877,194948,9987,5,50.00,102147.00,0.06,0.02,N,O,1997-12-12,1997-11-07,1998-01-01,NONE,REG AIR,e slyly according to the ironic packag
5954245,4564,4565,4,4.00,5874.24,0.07,0.07,N,O,1997-12-10,1998-01-14,1998-01-01,NONE,MAIL,fily unusual courts a
5427943,49812,4821,2,28.00,49330.68,0.05,0.02,N,O,1997-12-07,1998-01-31,1998-01-01,NONE,TRUCK,into beans
5916262,38002,506,3,30.00,28200.00,0.03,0.06,N,O,1997-12-06,1998-01-20,1998-01-01,DELIVER IN PERSON,REG AIR,l requests cajole ca
143334,192964,522,2,9.00,18512.64,0.05,0.02,N,O,1997-12-28,1997-12-20,1998-01-01,COLLECT COD,AIR,"re. ironic, final pin"
5948357,52886,2887,5,37.00,68038.56,0.02,0.07,N,O,1997-12-02,1997-12-28,1998-01-01,TAKE BACK RETURN,RAIL,pending packages use after the pinto beans.
5619814,19491,1993,2,23.00,32441.27,0.09,0.03,N,O,1997-12-04,1997-10-31,1998-01-01,DELIVER IN PERSON,REG AIR,blithely. requests sleep about the slyl
5724133,140212,5241,5,38.00,47583.98,0.04,0.07,N,O,1997-12-25,1998-03-01,1998-01-01,DELIVER IN PERSON,SHIP,ackages sleep fluffily after the requests. 
1800803,86225,1242,3,13.00,15745.86,0.08,0.08,N,O,1997-12-23,1998-02-07,1998-01-01,NONE,AIR, blithely u
5721056,33443,3444,4,40.00,55057.60,0.10,0.07,N,O,1997-12-24,1998-01-25,1998-01-01,COLLECT COD,REG AIR,ely express platelets run above the caref
191105,142238,7267,2,32.00,40967.36,0.08,0.08,N,O,1997-12-22,1997-10-17,1998-01-01,NONE,SHIP,"gular, pending foxes. packages a"
5618210,117278,7279,3,6.00,7771.62,0.08,0.03,N,O,1997-12-20,1998-01-05,1998-01-01,COLLECT COD,REG AIR,"lent ideas across the even, regular"
45318,63599,8612,6,1.00,1562.59,0.02,0.03,N,O,1997-12-17,1997-12-06,1998-01-01,TAKE BACK RETURN,MAIL,s serve theodolites. furiou
5911872,110522,8056,3,49.00,75093.48,0.01,0.02,N,O,1997-12-07,1998-01-21,1998-01-01,NONE,MAIL,ly slyly silent ideas. carefully pending do
5536420,87513,7514,6,25.00,37512.75,0.06,0.01,N,O,1997-12-05,1997-12-01,1998-01-01,DELIVER IN PERSON,SHIP,e carefully ironic accounts hag
5667203,54017,6523,2,32.00,31072.32,0.03,0.03,N,O,1997-12-17,1998-03-12,1998-01-01,COLLECT COD,AIR, dolphins hang
236295,125259,2796,1,35.00,44948.75,0.07,0.06,N,O,1997-12-14,1997-11-16,1998-01-01,DELIVER IN PERSON,REG AIR,counts nod carefully across the 
5481860,175414,7932,4,19.00,28298.79,0.02,0.04,N,O,1997-12-29,1997-11-02,1998-01-01,COLLECT COD,AIR,unts. fluffily silen
5480484,59429,9430,2,4.00,5553.68,0.00,0.03,N,O,1997-12-23,1998-01-13,1998-01-01,COLLECT COD,RAIL,regular waters nag across t
5579682,104763,9784,3,13.00,22980.88,0.08,0.03,N,O,1997-12-08,1998-02-01,1998-01-01,TAKE BACK RETURN,SHIP,regular deposits cajole furiously. 
584160,199353,4392,5,30.00,43570.50,0.10,0.06,N,O,1997-12-13,1997-11-29,1998-01-01,DELIVER IN PERSON,REG AIR,ss the pending foxes. special foxes us
5800615,2795,2796,5,19.00,32258.01,0.01,0.05,N,O,1997-12-27,1997-11-25,1998-01-01,TAKE BACK RETURN,RAIL,e ideas. fin
5704967,143631,6146,3,27.00,45215.01,0.05,0.06,N,O,1997-12-04,1997-12-16,1998-01-01,TAKE BACK RETURN,TRUCK,"ess, regular asymptotes may "
5848965,197109,4667,1,40.00,48244.00,0.09,0.03,N,O,1997-12-10,1997-12-23,1998-01-01,TAKE BACK RETURN,AIR,nstructions about the regular
1428004,55283,7789,3,3.00,3714.84,0.02,0.03,N,O,1997-12-06,1998-01-07,1998-01-01,COLLECT COD,TRUCK,"as affix regular, express asymptotes. i"
1251,187484,2521,5,1.00,1571.48,0.02,0.03,N,O,1997-12-08,1998-01-06,1998-01-01,DELIVER IN PERSON,REG AIR, use quickly final packages. iron
12548,73078,5586,5,40.00,42042.80,0.05,0.06,N,O,1997-12-29,1998-01-29,1998-01-01,TAKE BACK RETURN,TRUCK,nic platelets solv
1386529,1684,4185,7,45.00,71355.60,0.06,0.06,N,O,1997-12-02,1997-11-15,1998-01-01,TAKE BACK RETURN,RAIL,sly deposits
4027942,126825,9338,1,46.00,85183.72,0.01,0.04,N,O,1997-12-03,1997-11-13,1998-01-01,COLLECT COD,AIR,ously blithely special pinto beans. unus
3100099,51181,6192,2,11.00,12453.98,0.07,0.02,N,O,1997-12-24,1998-02-16,1998-01-01,NONE,MAIL,uickly regular instruc
2845475,186828,4383,3,50.00,95741.00,0.03,0.05,N,O,1997-12-21,1998-01-04,1998-01-01,NONE,REG AIR,venly careful
3450436,133961,1501,4,9.00,17954.64,0.09,0.04,N,O,1997-12-25,1998-01-07,1998-01-01,NONE,RAIL,y express instructions-- slyly expr
1662567,161462,9011,7,37.00,56368.02,0.02,0.00,N,O,1997-12-25,1997-12-12,1998-01-01,NONE,FOB,quests haggle 
1939717,7741,7742,1,34.00,56057.16,0.04,0.00,N,O,1997-12-02,1997-10-28,1998-01-01,NONE,TRUCK,p furiously 
2867907,167873,390,4,19.00,36876.53,0.07,0.05,N,O,1997-12-16,1998-01-14,1998-01-01,COLLECT COD,TRUCK,. slyly ironic requests across the ir
3206979,112303,9837,5,4.00,5261.20,0.04,0.07,N,O,1997-12-22,1997-11-28,1998-01-01,COLLECT COD,REG AIR,furiously 
772417,109828,4849,1,26.00,47783.32,0.05,0.04,N,O,1997-12-03,1998-02-15,1998-01-01,NONE,REG AIR,equests solve sl
3862981,14476,4477,5,32.00,44495.04,0.10,0.00,N,O,1997-12-25,1997-11-06,1998-01-01,DELIVER IN PERSON,SHIP,sits wake furiously. furiously bold dep
2649699,163468,3469,3,42.00,64321.32,0.01,0.06,N,O,1997-12-14,1997-10-28,1998-01-01,TAKE BACK RETURN,SHIP,regular asym
4176422,140025,5054,6,23.00,24495.46,0.08,0.05,N,O,1997-12-19,1997-12-16,1998-01-01,COLLECT COD,AIR,ccounts use fluffily around th
3107585,144115,9144,1,35.00,40568.85,0.06,0.02,N,O,1997-12-24,1997-11-30,1998-01-01,NONE,MAIL,ainst the acco
2242084,195187,2745,4,14.00,17950.52,0.02,0.01,N,O,1997-12-19,1998-01-28,1998-01-01,NONE,AIR,slyly regu
2853408,152047,2048,2,16.00,17584.64,0.06,0.06,N,O,1997-12-06,1997-11-26,1998-01-01,TAKE BACK RETURN,TRUCK,fily final acc
3726341,171160,6195,7,7.00,8618.12,0.07,0.07,N,O,1997-12-02,1997-11-19,1998-01-01,NONE,RAIL, courts afte
1111200,124077,4078,1,6.00,6606.42,0.06,0.06,N,O,1997-12-12,1997-11-28,1998-01-01,TAKE BACK RETURN,REG AIR,ly quickly ironic excuses. ironic accou
3132358,93621,3622,4,20.00,32292.40,0.08,0.00,N,O,1997-12-14,1997-12-14,1998-01-01,DELIVER IN PERSON,RAIL,quickly even excuses 
3612516,50357,2863,2,22.00,28761.70,0.01,0.03,N,O,1997-12-15,1997-10-03,1998-01-01,TAKE BACK RETURN,REG AIR,ut the blithely regular packages. blithely 
3260551,52998,514,5,6.00,11705.94,0.04,0.06,N,O,1997-12-19,1998-01-13,1998-01-01,COLLECT COD,MAIL, are bravely across the enticingly ex
1745506,19536,7040,3,3.00,4366.59,0.06,0.01,N,O,1997-12-04,1997-12-20,1998-01-01,NONE,RAIL,e carefully against the evenly 
3250372,94470,9489,3,25.00,36611.75,0.04,0.00,N,O,1997-12-19,1998-01-22,1998-01-01,NONE,RAIL,ding foxes. 
2834950,93808,3809,4,37.00,66666.60,0.03,0.03,N,O,1997-12-29,1998-01-11,1998-01-01,TAKE BACK RETURN,RAIL,ve regularly furio
3085446,181015,3534,1,11.00,12056.11,0.02,0.05,N,O,1997-12-11,1998-01-06,1998-01-01,COLLECT COD,AIR,eposits are across the ca
528483,158665,1181,4,45.00,77564.70,0.05,0.02,N,O,1997-12-22,1998-01-10,1998-01-01,NONE,SHIP,e blithely. stealthily bold depend
3225606,125141,166,3,30.00,34984.20,0.06,0.01,N,O,1997-12-04,1997-12-30,1998-01-01,TAKE BACK RETURN,FOB,t somas. special 
2521062,63636,3637,3,21.00,33592.23,0.07,0.00,N,O,1997-12-23,1997-10-04,1998-01-01,TAKE BACK RETURN,RAIL, theodolites are carefully 
1951942,93013,541,1,28.00,28168.28,0.07,0.00,N,O,1997-12-22,1997-12-04,1998-01-01,TAKE BACK RETURN,AIR,"nts nag furiously around the ironic, bold "
3711811,101415,6436,2,10.00,14164.10,0.08,0.02,N,O,1997-12-22,1998-01-19,1998-01-01,DELIVER IN PERSON,RAIL, use. regular accounts sleep around the c
1547972,121184,1185,2,50.00,60259.00,0.09,0.07,N,O,1997-12-14,1997-12-25,1998-01-01,DELIVER IN PERSON,FOB,ously silent idea
1966054,190486,487,4,5.00,7882.40,0.10,0.00,N,O,1997-12-03,1997-11-28,1998-01-01,COLLECT COD,REG AIR,instructions. slyly ironic
4753857,179295,1813,7,34.00,46725.86,0.10,0.03,N,O,1997-12-08,1997-12-27,1998-01-01,DELIVER IN PERSON,TRUCK,"packages. even, "
1960902,122222,9759,4,36.00,44791.92,0.03,0.02,N,O,1997-12-05,1997-09-25,1998-01-01,DELIVER IN PERSON,AIR,ys use slyly. carefully e
616647,174551,7069,4,47.00,76400.85,0.03,0.02,N,O,1997-12-17,1998-01-04,1998-01-01,TAKE BACK RETURN,TRUCK,. even accounts x-ray a
4175781,169864,2381,2,15.00,29007.90,0.03,0.05,N,O,1997-12-02,1998-01-07,1998-01-01,TAKE BACK RETURN,TRUCK,ronic pinto beans ab
3001859,89149,6674,4,38.00,43249.32,0.09,0.01,N,O,1997-12-15,1997-12-04,1998-01-01,DELIVER IN PERSON,FOB,s cajole quickly regular instr
2346979,137263,2290,1,16.00,20804.16,0.10,0.06,N,O,1997-12-20,1997-12-16,1998-01-01,NONE,SHIP,"efully across the final, even accou"
337828,170012,5047,4,42.00,45444.42,0.08,0.03,N,O,1997-12-16,1997-11-04,1998-01-01,COLLECT COD,FOB,equests. slyly unusual 
177447,96688,4216,1,1.00,1684.68,0.02,0.02,N,O,1997-12-11,1997-12-10,1998-01-01,COLLECT COD,MAIL,al deposits against the bold pinto bea
4171553,17806,308,1,10.00,17238.00,0.05,0.05,N,O,1997-12-16,1997-10-08,1998-01-01,TAKE BACK RETURN,FOB,are slyly fluffily regular acc
3929633,103875,3876,1,36.00,67639.32,0.07,0.04,N,O,1997-12-15,1997-11-26,1998-01-01,TAKE BACK RETURN,RAIL,accounts h
3304996,88497,1006,4,33.00,49021.17,0.08,0.04,N,O,1997-12-21,1998-01-27,1998-01-01,COLLECT COD,RAIL,"s. even, iron"
3697191,66265,3784,1,15.00,18468.90,0.05,0.04,N,O,1997-12-21,1998-01-03,1998-01-01,TAKE BACK RETURN,REG AIR,uriously. quietly furious requests s
4497348,22019,2020,2,1.00,941.01,0.03,0.06,N,O,1997-12-12,1997-10-24,1998-01-01,TAKE BACK RETURN,MAIL,usual foxes. re
2382528,176551,6552,1,25.00,40688.75,0.08,0.04,N,O,1997-12-04,1997-12-27,1998-01-01,TAKE BACK RETURN,TRUCK,e regular pinto bean
3736386,45048,57,3,17.00,16881.68,0.00,0.00,N,O,1997-12-31,1998-03-18,1998-01-01,DELIVER IN PERSON,FOB,y unusual escapades are alongside of t
1966467,152558,7589,6,10.00,16105.50,0.02,0.00,N,O,1997-12-21,1997-12-06,1998-01-01,DELIVER IN PERSON,SHIP,ve slyly above the fluffi
5352742,11930,4432,3,40.00,73677.20,0.02,0.08,N,O,1997-12-26,1997-12-30,1998-01-01,NONE,REG AIR,s are across the packages. fluffily
2227906,112340,7363,2,22.00,29751.48,0.05,0.04,N,O,1997-12-31,1997-11-29,1998-01-01,DELIVER IN PERSON,REG AIR, requests wake b
1500455,172669,7704,4,21.00,36574.86,0.01,0.05,N,O,1997-12-10,1997-10-31,1998-01-01,COLLECT COD,SHIP,dolites. caref
3407559,149418,1933,5,28.00,41087.48,0.07,0.05,N,O,1997-12-13,1998-02-03,1998-01-01,NONE,AIR,en sauternes. blithely regul
5167169,111156,3668,6,16.00,18674.40,0.05,0.03,N,O,1997-12-02,1998-01-29,1998-01-01,DELIVER IN PERSON,SHIP,l packages sleep furiously about the sl
1913831,166130,6131,5,42.00,50237.46,0.06,0.08,N,O,1997-12-07,1997-12-09,1998-01-01,NONE,RAIL,arefully. busily special 
1789123,66224,6225,2,29.00,34516.38,0.06,0.00,N,O,1997-12-15,1997-11-07,1998-01-01,NONE,TRUCK,ng instructions. fu
3105988,43357,3358,2,33.00,42911.55,0.01,0.07,N,O,1997-12-21,1998-02-09,1998-01-01,DELIVER IN PERSON,MAIL, requests are fluffily alongside of the exp
71430,172995,5513,4,41.00,84787.59,0.03,0.04,N,O,1997-12-08,1998-02-10,1998-01-01,TAKE BACK RETURN,MAIL,ep carefully even requests. blithely expr
3997287,101066,6087,2,22.00,23475.32,0.08,0.06,N,O,1997-12-31,1997-10-29,1998-01-01,DELIVER IN PERSON,SHIP,uffily. slyly 
5869063,48985,3994,1,18.00,34811.64,0.07,0.08,N,O,1997-12-24,1998-01-24,1998-01-01,TAKE BACK RETURN,TRUCK,e furiously. ideas according 
3724899,178107,625,3,17.00,20146.70,0.10,0.02,N,O,1997-12-12,1997-10-31,1998-01-01,NONE,MAIL,eposits near the
2098693,35360,2870,3,20.00,25907.20,0.08,0.03,N,O,1997-12-22,1997-12-17,1998-01-01,COLLECT COD,RAIL, carefully final deposits should have to
2279140,6293,6294,1,17.00,20387.93,0.00,0.02,N,O,1997-12-24,1997-11-08,1998-01-01,COLLECT COD,SHIP,"ct along the regular, iro"
1506305,136931,9445,3,26.00,51166.18,0.05,0.01,N,O,1997-12-14,1998-01-05,1998-01-01,TAKE BACK RETURN,SHIP, regular accounts cajole carefully unusual 
1683554,141992,4507,1,18.00,36611.82,0.04,0.05,N,O,1997-12-26,1997-11-28,1998-01-01,DELIVER IN PERSON,FOB,jole fluffily. blithely spec
3588165,42777,7786,1,1.00,1719.77,0.07,0.04,N,O,1997-12-28,1998-01-13,1998-01-01,DELIVER IN PERSON,RAIL,ans. blithely regular pac
4178464,88590,1099,2,4.00,6314.36,0.10,0.05,N,O,1997-12-08,1997-12-29,1998-01-01,DELIVER IN PERSON,FOB,ave to boost abov
2273313,132149,7176,3,13.00,15354.82,0.01,0.04,N,O,1997-12-30,1998-01-26,1998-01-01,COLLECT COD,TRUCK,s sleep against t
3769923,73514,8529,1,13.00,19337.63,0.10,0.04,N,O,1997-12-20,1998-02-13,1998-01-01,NONE,SHIP,es sleep slyly about the careful
4423650,41372,3877,5,35.00,45967.95,0.05,0.01,N,O,1997-12-23,1998-02-28,1998-01-01,COLLECT COD,FOB,ckly. carefully regular fo
701603,87976,5501,1,35.00,68738.95,0.05,0.05,N,O,1997-12-16,1997-10-14,1998-01-01,DELIVER IN PERSON,AIR,ular forges. furious
3269543,4700,2201,3,26.00,41722.20,0.06,0.08,N,O,1997-12-11,1997-10-02,1998-01-01,COLLECT COD,MAIL,tes. quickly even requests a
4202564,163975,9008,2,23.00,46896.31,0.01,0.06,N,O,1997-12-12,1998-01-30,1998-01-01,TAKE BACK RETURN,FOB,sleep quickly above th
4306880,163125,8158,1,39.00,46336.68,0.04,0.04,N,O,1997-12-02,1997-10-15,1998-01-01,NONE,SHIP, furiously ironi
3263714,124214,1751,1,49.00,60672.29,0.07,0.01,N,O,1997-12-22,1997-11-12,1998-01-01,NONE,AIR,lessly fluffy reques
1887362,112048,2049,5,39.00,41341.56,0.10,0.01,N,O,1997-12-17,1997-11-05,1998-01-01,NONE,AIR,ial foxes. quickly even asym
2096896,197217,7218,4,27.00,35483.67,0.05,0.02,N,O,1997-12-16,1997-12-26,1998-01-01,NONE,MAIL,sts are boldly after the 
3628163,42369,4874,1,34.00,44586.24,0.03,0.08,N,O,1997-12-08,1997-10-15,1998-01-01,NONE,SHIP,al pinto beans. unusual instructions wa
3396743,36859,9363,2,12.00,21550.20,0.04,0.08,N,O,1997-12-10,1998-01-21,1998-01-01,TAKE BACK RETURN,FOB,uriously special 
5032834,98207,3226,4,29.00,34950.80,0.09,0.01,N,O,1997-12-11,1997-12-23,1998-01-01,COLLECT COD,FOB,he quickly unusual packages. regular
4418624,162317,2318,6,45.00,62068.95,0.09,0.05,N,O,1997-12-18,1997-12-26,1998-01-01,NONE,AIR, to the ruthlessly en
3700834,69653,2160,5,13.00,21094.45,0.01,0.04,N,O,1997-12-04,1997-10-15,1998-01-01,DELIVER IN PERSON,REG AIR,deposits g
5376771,47583,7584,1,11.00,16836.38,0.01,0.05,N,O,1997-12-22,1998-01-27,1998-01-01,COLLECT COD,AIR,es. asymptotes nag fina
3899143,169782,7331,1,17.00,31480.26,0.10,0.03,N,O,1997-12-13,1997-11-04,1998-01-01,COLLECT COD,FOB,fluffily final request
4842534,5780,5781,1,30.00,50573.40,0.08,0.03,N,O,1997-12-27,1997-10-30,1998-01-01,TAKE BACK RETURN,TRUCK,s. final excuses along the furio
2051744,56275,3791,4,47.00,57869.69,0.01,0.00,N,O,1997-12-19,1997-12-02,1998-01-01,TAKE BACK RETURN,RAIL,ending ideas. pending packa
4090948,70689,3197,4,1.00,1659.68,0.10,0.02,N,O,1997-12-28,1997-12-28,1998-01-01,TAKE BACK RETURN,FOB, after the express sheaves cajole blithel
3552487,2418,9919,4,4.00,5281.64,0.09,0.06,N,O,1997-12-21,1997-12-05,1998-01-01,DELIVER IN PERSON,TRUCK,"en ideas. ironic, final warhorses about"
1880834,31792,4296,2,49.00,84465.71,0.00,0.03,N,O,1997-12-15,1998-01-27,1998-01-01,NONE,SHIP,sits. quickly ironic asymptot
4168614,50387,388,2,25.00,33434.50,0.03,0.03,N,O,1997-12-26,1997-12-08,1998-01-01,TAKE BACK RETURN,SHIP,es. even theodolites haggle! ca
3326727,79964,7486,1,12.00,23327.52,0.04,0.08,N,O,1997-12-22,1997-10-10,1998-01-01,DELIVER IN PERSON,REG AIR,ly furiously ironic accounts. slyly sp
1218786,157834,7835,1,24.00,45403.92,0.00,0.02,N,O,1997-12-28,1998-03-08,1998-01-01,TAKE BACK RETURN,TRUCK,xpress packages use s
4949447,71019,6034,5,38.00,37620.38,0.05,0.04,N,O,1997-12-10,1997-11-02,1998-01-01,TAKE BACK RETURN,RAIL,f the final platelets. ironic sheaves acco
63330,3358,859,5,42.00,52976.70,0.09,0.01,N,O,1997-12-17,1998-01-06,1998-01-01,TAKE BACK RETURN,RAIL,counts haggle theodolites. ironic deposits
3071204,34735,9742,7,13.00,21706.49,0.03,0.00,N,O,1997-12-28,1997-12-14,1998-01-01,DELIVER IN PERSON,REG AIR,"ar dependencies. even, regular dep"
696288,73045,567,1,10.00,10180.40,0.02,0.07,N,O,1997-12-21,1998-02-28,1998-01-01,DELIVER IN PERSON,TRUCK,ss the furiously even r
1975781,104779,4780,3,31.00,55296.87,0.06,0.08,N,O,1997-12-20,1997-11-17,1998-01-01,DELIVER IN PERSON,FOB,ealms sleep slyly above the quickly regula
3136678,161414,6447,7,29.00,42786.89,0.00,0.05,N,O,1997-12-17,1997-10-28,1998-01-01,COLLECT COD,FOB,are quickl
3589095,175898,5899,1,26.00,51321.14,0.04,0.07,N,O,1997-12-21,1997-12-07,1998-01-01,NONE,REG AIR,jole furiously furio
1582309,184727,2282,4,6.00,10870.32,0.05,0.00,N,O,1997-12-03,1997-10-22,1998-01-01,COLLECT COD,SHIP,ickly final platelets d
4688327,14720,4721,5,44.00,71927.68,0.05,0.01,N,O,1997-12-14,1998-01-03,1998-01-01,DELIVER IN PERSON,FOB,lyly final foxes play quickly expr
1316129,19913,4916,2,23.00,42156.93,0.04,0.04,N,O,1997-12-30,1997-11-03,1998-01-01,TAKE BACK RETURN,RAIL,theodolites. pinto beans nag along the s
3106432,31354,1355,1,19.00,24421.65,0.10,0.08,N,O,1997-12-26,1998-01-20,1998-01-01,TAKE BACK RETURN,FOB, haggle fluffily silent theodolites. 
1944898,189625,2144,1,35.00,60011.70,0.10,0.01,N,O,1997-12-20,1998-03-04,1998-01-01,TAKE BACK RETURN,FOB, ironic tithes. slyly busy asymp
3827524,23598,1105,4,13.00,19780.67,0.05,0.04,N,O,1997-12-20,1997-11-29,1998-01-01,DELIVER IN PERSON,REG AIR,final packages nod
4545026,154350,1896,3,28.00,39321.80,0.02,0.05,N,O,1997-12-04,1997-10-06,1998-01-01,COLLECT COD,FOB, instructions
1715940,146285,1314,3,15.00,19969.20,0.08,0.08,N,O,1997-12-16,1998-01-27,1998-01-01,COLLECT COD,TRUCK,oss the blithely f
884608,186018,8537,3,17.00,18768.17,0.10,0.02,N,O,1997-12-21,1997-11-15,1998-01-01,DELIVER IN PERSON,SHIP,"l, even deposits; silent courts cajole f"
984389,73464,5972,7,7.00,10062.22,0.00,0.08,N,O,1997-12-06,1998-01-07,1998-01-01,NONE,MAIL,ding foxes. eve
4741665,14220,4221,5,16.00,18147.52,0.07,0.05,N,O,1997-12-21,1997-11-02,1998-01-01,DELIVER IN PERSON,FOB,inal theodolites. furiously regular pin
4661607,2271,2272,2,35.00,41064.45,0.08,0.01,N,O,1997-12-04,1997-09-15,1998-01-01,DELIVER IN PERSON,TRUCK,eposits nod slyl
3269796,138071,3098,2,21.00,23290.47,0.09,0.05,N,O,1997-12-04,1997-12-30,1998-01-01,COLLECT COD,AIR,e furiously pending deposits.
1893441,78746,1254,1,5.00,8623.70,0.07,0.04,N,O,1997-12-23,1997-11-05,1998-01-01,DELIVER IN PERSON,RAIL,efully final theodolite
1764962,180791,3310,4,42.00,78615.18,0.01,0.06,N,O,1997-12-11,1997-12-24,1998-01-01,TAKE BACK RETURN,TRUCK, nag slyly 
4788192,141502,6531,5,20.00,30870.00,0.04,0.08,N,O,1997-12-20,1997-12-25,1998-01-01,TAKE BACK RETURN,TRUCK,". regular, unusual package"
949380,48460,3469,4,19.00,26760.74,0.04,0.07,N,O,1997-12-27,1997-11-21,1998-01-01,TAKE BACK RETURN,SHIP,packages serve carefully. blit
651137,50342,7858,1,36.00,46524.24,0.04,0.05,N,O,1997-12-26,1997-10-12,1998-01-01,NONE,AIR,"nos: ironic, final pinto beans cajole blit"
1442502,81962,4471,6,21.00,40823.16,0.04,0.01,N,O,1997-12-26,1997-10-08,1998-01-01,DELIVER IN PERSON,SHIP,ar instructions haggle fluffily even 
1600324,163813,3814,1,23.00,43166.63,0.04,0.02,N,O,1997-12-22,1997-11-20,1998-01-01,DELIVER IN PERSON,RAIL,e slyly foxes. unusual fo
5178849,199630,2150,3,28.00,48429.64,0.07,0.07,N,O,1997-12-11,1998-02-05,1998-01-01,NONE,AIR,lar accounts wake special i
638567,159826,9827,5,32.00,60346.24,0.03,0.00,N,O,1997-12-28,1998-01-29,1998-01-01,DELIVER IN PERSON,TRUCK, furiously after the
